project_id,floor_no,element_type,planned_start_day,cycle_time_days,actual_start_day
P034,27,Wall,33,8,37
P022,19,Wall,203,8,207
P067,33,Wall,202,6,202
P006,7,Slab,100,4,104
P079,29,Column,301,8,300
P027,5,Slab,304,8,305
P010,30,Column,118,4,122
P073,8,Slab,243,4,242
P097,12,Wall,29,9,29
P096,13,Column,227,8,232
P048,26,Column,340,8,344
P070,18,Beam,213,8,213
P059,20,Column,187,4,187
P100,16,Column,113,8,118
P059,3,Slab,299,3,301
P002,27,Wall,161,3,166
P029,15,Beam,19,4,17
P068,34,Slab,264,4,263
P065,22,Column,159,4,158
P083,23,Slab,11,5,15
P026,4,Wall,8,4,12
P089,23,Beam,153,9,153
P010,9,Slab,113,5,118
P053,24,Column,148,4,152
P079,21,Slab,38,6,40
P059,16,Column,135,7,134
P022,25,Beam,235,8,238
P051,26,Beam,255,8,254
P048,9,Slab,74,3,76
P021,15,Beam,328,6,328
P022,33,Wall,362,7,364
P100,1,Slab,276,8,274
P098,5,Column,209,8,214
P030,9,Slab,267,5,272
P025,6,Column,144,3,143
P028,28,Beam,42,5,40
P065,26,Column,224,9,223
P045,28,Column,346,9,344
P068,15,Column,52,5,51
P007,6,Column,308,3,311
P049,27,Wall,137,7,137
P009,4,Column,195,3,198
P036,11,Slab,95,4,96
P083,21,Wall,258,5,260
P001,30,Column,25,4,24
P010,18,Column,232,3,234
P036,3,Column,332,3,331
P073,12,Wall,94,8,95
P046,27,Column,350,9,350
P032,30,Column,221,7,221
P032,21,Column,297,5,299
P006,21,Beam,203,9,206
P048,15,Slab,343,6,344
P038,18,Column,81,3,83
P017,29,Slab,205,8,205
P074,21,Beam,77,6,75
P027,17,Beam,38,5,40
P054,18,Column,195,4,194
P050,12,Slab,42,5,47
P035,11,Wall,182,9,186
P085,20,Column,245,7,245
P025,9,Wall,195,6,200
P028,1,Beam,78,8,77
P015,3,Beam,320,9,325
P004,21,Slab,125,6,126
P093,23,Wall,141,4,144
P073,9,Wall,27,9,30
P027,19,Column,315,8,315
P026,19,Slab,321,4,321
P019,23,Slab,281,3,284
P092,27,Wall,293,9,295
P017,27,Beam,242,5,246
P043,12,Slab,236,9,239
P041,27,Beam,203,9,206
P042,34,Column,327,7,329
P050,33,Slab,142,3,147
P084,28,Slab,94,5,93
P040,31,Column,152,4,154
P039,32,Slab,253,7,251
P023,20,Wall,67,4,67
P096,31,Wall,176,8,179
P052,31,Column,103,4,107
P047,22,Beam,91,6,92
P063,9,Beam,193,5,198
P097,9,Slab,166,3,166
P069,15,Beam,90,9,94
P043,13,Beam,326,6,329
P048,22,Column,315,8,314
P034,16,Beam,268,5,271
P040,32,Beam,51,8,56
P075,2,Beam,166,5,170
P061,26,Wall,174,5,176
P050,14,Wall,227,7,227
P067,34,Column,266,6,268
P062,8,Slab,9,3,12
P058,21,Column,87,6,86
P033,28,Slab,94,8,98
P075,6,Slab,52,4,54
P016,20,Beam,179,8,180
P082,31,Beam,278,5,281
P094,33,Column,239,4,238
P048,7,Column,73,6,73
P010,8,Column,339,3,343
P082,9,Wall,72,4,77
P038,2,Wall,68,4,68
P019,17,Wall,5,9,6
P036,17,Wall,339,7,337
P059,30,Wall,238,6,243
P063,6,Beam,121,4,123
P077,4,Slab,211,6,214
P046,9,Wall,262,3,262
P003,6,Column,325,4,328
P074,13,Slab,58,3,59
P065,22,Wall,43,8,48
P091,28,Wall,197,4,202
P008,30,Beam,72,9,74
P051,2,Beam,91,5,90
P081,8,Beam,37,7,40
P073,9,Wall,314,7,315
P006,1,Beam,237,7,241
P089,13,Wall,293,3,292
P039,15,Slab,154,6,158
P060,32,Slab,170,9,169
P028,34,Wall,272,7,277
P097,31,Column,110,8,115
P054,14,Wall,151,4,150
P037,14,Slab,131,4,133
P009,29,Slab,268,5,266
P082,19,Wall,23,3,26
P056,27,Wall,139,4,144
P059,9,Wall,308,4,307
P085,28,Slab,239,9,239
P002,24,Column,192,5,197
P061,28,Wall,127,5,129
P058,18,Slab,29,6,31
P060,25,Wall,121,6,120
P040,4,Slab,198,6,198
P036,14,Wall,174,4,175
P037,26,Slab,144,5,146
P079,8,Wall,179,8,178
P092,24,Beam,357,3,360
P018,16,Wall,11,6,16
P098,20,Slab,139,8,138
P063,15,Wall,253,7,256
P022,7,Column,345,4,348
P011,17,Wall,314,3,312
P058,22,Wall,19,4,17
P057,22,Wall,160,8,164
P077,12,Column,306,6,311
P004,18,Column,122,8,123
P086,15,Column,72,8,77
P007,16,Beam,55,9,56
P061,5,Column,169,4,172
P054,2,Beam,99,6,100
P088,28,Wall,70,4,74
P068,27,Beam,149,6,150
P092,31,Wall,117,9,122
P079,1,Beam,26,5,25
P001,29,Column,248,5,247
P055,1,Column,209,9,208
P003,8,Beam,227,9,227
P078,16,Beam,114,9,117
P038,28,Column,194,9,195
P001,22,Wall,321,5,321
P038,18,Wall,10,5,12
P085,22,Wall,95,9,98
P029,12,Wall,121,5,125
P005,19,Slab,126,7,128
P074,25,Wall,37,4,36
P092,5,Slab,69,8,71
P021,34,Slab,297,9,296
P071,10,Column,174,5,178
P067,7,Column,45,7,48
P047,15,Beam,123,9,126
P084,24,Wall,27,7,31
P083,26,Wall,193,4,197
P035,26,Column,340,4,345
P068,26,Column,136,6,137
P069,10,Column,195,6,195
P001,17,Beam,49,5,48
P068,14,Wall,96,3,94
P012,2,Beam,121,6,125
P060,13,Slab,249,3,247
P027,27,Slab,217,8,222
P056,9,Wall,114,6,115
P023,7,Column,14,8,18
P025,10,Column,62,7,62
P021,9,Beam,43,7,42
P061,22,Slab,240,8,245
P063,23,Slab,96,7,97
P052,7,Wall,27,8,27
P088,9,Slab,324,3,322
P025,27,Column,242,5,241
P055,24,Column,240,8,240
P046,29,Column,304,6,306
P032,17,Wall,67,6,66
P055,20,Beam,281,3,283
P096,7,Slab,192,8,195
P005,7,Wall,119,7,122
P036,28,Beam,152,5,155
P049,19,Wall,265,6,266
P058,20,Slab,231,5,231
P039,7,Column,351,5,356
P080,6,Beam,249,4,254
P097,25,Beam,59,5,62
P085,13,Wall,17,8,21
P061,22,Wall,171,9,171
P009,17,Column,351,4,351
P006,22,Wall,132,9,132
P035,34,Slab,357,3,356
P039,8,Slab,136,7,140
P022,18,Slab,42,4,44
P041,24,Slab,305,9,307
P005,2,Column,6,5,7
P042,2,Column,329,7,332
P087,27,Column,170,5,171
P081,14,Wall,288,5,293
P076,12,Column,338,4,338
P087,32,Beam,215,3,213
P080,28,Beam,69,9,67
P067,28,Beam,27,5,31
P030,25,Wall,225,8,225
P057,4,Wall,322,4,325
P086,26,Column,234,8,236
P073,3,Slab,51,8,52
P029,1,Beam,149,9,154
P037,17,Wall,75,5,74
P087,7,Beam,306,9,304
P013,5,Column,92,8,96
P032,19,Wall,68,9,69
P046,34,Slab,235,7,233
P023,16,Slab,362,3,364
P045,27,Wall,144,5,146
P017,25,Slab,76,8,76
P085,26,Column,86,3,91
P066,14,Slab,227,9,227
P006,14,Beam,363,3,361
P018,14,Beam,56,7,54
P094,25,Beam,80,7,81
P022,4,Wall,24,6,29
P033,15,Wall,227,3,227
P030,32,Wall,28,5,32
P081,18,Wall,121,7,125
P032,14,Wall,93,5,95
P042,1,Column,341,3,346
P078,20,Wall,112,7,115
P010,10,Slab,345,6,346
P036,10,Column,31,3,36
P034,24,Wall,143,5,144
P073,34,Slab,298,6,297
P028,28,Column,227,3,231
P011,27,Beam,358,7,361
P078,1,Column,250,8,255
P039,33,Wall,50,3,55
P047,4,Column,214,4,216
P019,7,Column,269,5,270
P015,9,Beam,288,7,291
P028,16,Column,195,7,194
P024,5,Column,254,4,257
P072,34,Beam,79,8,79
P009,23,Wall,244,6,246
P047,25,Slab,91,7,91
P033,13,Column,6,9,5
P062,24,Beam,281,6,285
P097,11,Column,150,6,152
P019,17,Wall,324,6,322
P067,13,Wall,282,8,280
P074,27,Beam,191,3,189
P040,20,Slab,274,4,277
P047,33,Slab,73,5,74
P065,32,Column,318,4,321
P029,8,Beam,68,7,71
P050,29,Slab,304,4,307
P098,19,Wall,63,5,66
P013,6,Slab,134,3,138
P001,21,Beam,307,7,305
P034,22,Wall,268,3,269
P093,10,Column,223,7,228
P048,10,Wall,126,5,127
P077,29,Slab,265,3,264
P048,16,Slab,7,5,5
P049,1,Slab,206,5,208
P064,17,Column,179,8,184
P061,30,Slab,183,4,188
P029,26,Beam,228,7,231
P039,19,Column,236,6,237
P088,21,Wall,146,6,145
P026,17,Slab,58,3,59
P017,21,Beam,296,5,298
P071,19,Beam,241,4,243
P013,7,Column,345,7,343
P069,17,Beam,287,3,291
P026,1,Column,163,5,164
P049,6,Column,26,8,30
P067,26,Column,106,6,108
P007,2,Wall,240,6,245
P058,32,Wall,340,7,340
P049,5,Beam,332,7,334
P053,31,Wall,42,7,44
P065,12,Column,133,3,138
P062,30,Column,317,7,318
P017,6,Wall,44,3,47
P043,15,Beam,35,4,40
P025,15,Column,364,5,366
P003,16,Wall,347,6,346
P079,20,Slab,1,9,4
P029,13,Beam,226,9,231
P032,31,Beam,299,3,301
P026,34,Beam,288,5,288
P016,29,Slab,236,8,238
P025,3,Column,359,7,357
P054,9,Beam,33,6,34
P028,11,Wall,95,8,95
P073,11,Beam,205,3,204
P056,25,Wall,109,7,113
P065,22,Beam,322,5,327
P093,9,Wall,30,4,32
P086,20,Wall,266,5,268
P080,21,Wall,23,3,27
P041,10,Slab,97,4,101
P051,22,Slab,39,4,44
P071,29,Slab,173,7,177
P078,9,Column,248,5,253
P029,5,Wall,162,3,161
P083,11,Column,180,8,184
P019,1,Slab,103,8,105
P066,1,Wall,209,4,213
P041,5,Column,22,7,20
P045,22,Slab,5,8,8
P015,26,Column,139,4,142
P003,6,Column,214,9,214
P011,32,Slab,160,5,165
P053,11,Wall,139,8,141
P046,10,Beam,145,6,144
P030,34,Beam,160,9,164
P057,31,Column,83,3,82
P018,12,Column,155,9,155
P051,16,Column,288,6,286
P048,3,Wall,317,5,317
P066,2,Column,281,6,283
P096,5,Column,64,5,67
P008,11,Column,192,5,190
P022,25,Slab,156,7,154
P006,22,Beam,91,9,96
P076,22,Beam,142,6,141
P057,11,Slab,42,4,40
P036,32,Wall,249,5,254
P079,31,Wall,295,9,300
P092,8,Wall,258,6,260
P057,20,Slab,337,4,341
P049,34,Beam,1,3,3
P045,4,Beam,109,4,113
P082,18,Column,125,6,127
P066,4,Beam,64,6,67
P077,20,Wall,206,4,207
P045,9,Wall,338,4,336
P079,16,Column,244,8,242
P020,26,Column,78,5,80
P064,25,Beam,111,6,115
P093,4,Column,142,5,141
P093,19,Column,216,5,219
P067,14,Slab,16,9,14
P083,21,Beam,54,3,59
P003,15,Wall,141,9,142
P054,3,Slab,336,6,334
P078,16,Wall,79,5,79
P064,14,Column,149,3,150
P040,9,Column,127,8,126
P059,7,Wall,158,5,159
P055,14,Slab,279,5,280
P062,6,Slab,38,8,36
P004,21,Slab,157,6,158
P060,15,Column,333,9,335
P075,8,Beam,288,4,291
P095,34,Column,112,8,113
P096,1,Wall,190,4,188
P091,32,Slab,106,6,108
P030,5,Beam,91,9,90
P002,30,Slab,354,4,359
P062,22,Column,301,9,301
P049,20,Beam,49,7,50
P009,16,Beam,161,4,163
P092,7,Column,4,9,6
P031,7,Slab,198,8,197
P098,2,Slab,320,5,319
P061,14,Slab,364,5,364
P079,31,Column,254,3,254
P048,14,Wall,90,8,88
P025,5,Wall,312,9,312
P036,11,Slab,20,6,20
P008,5,Beam,77,3,81
P073,29,Wall,220,5,225
P058,11,Slab,162,5,167
P045,5,Wall,343,3,345
P062,32,Slab,115,8,116
P039,15,Wall,94,7,98
P096,19,Wall,133,4,137
P058,22,Beam,172,9,176
P081,34,Beam,114,9,115
P099,17,Wall,9,7,12
P083,12,Slab,299,7,299
P064,25,Beam,260,7,264
P044,17,Column,170,9,173
P029,10,Beam,321,8,324
P059,28,Wall,98,7,96
P071,18,Wall,169,4,167
P092,18,Column,311,6,312
P009,32,Beam,218,3,217
P092,14,Wall,343,7,345
P006,16,Column,346,7,346
P029,18,Column,44,3,46
P058,16,Slab,261,9,265
P017,17,Beam,285,9,285
P016,7,Beam,126,3,126
P087,12,Beam,260,9,265
P095,34,Wall,355,9,358
P003,10,Column,214,6,215
P021,5,Slab,305,5,307
P064,21,Beam,200,6,202
P090,3,Slab,236,5,235
P036,19,Slab,341,8,340
P086,6,Column,136,4,138
P062,14,Beam,116,9,115
P042,4,Slab,155,6,154
P076,18,Beam,341,4,341
P042,29,Beam,317,3,322
P061,16,Beam,342,6,343
P013,20,Slab,18,8,23
P011,24,Column,4,3,8
P054,19,Column,165,8,165
P016,4,Slab,127,8,130
P008,33,Wall,213,7,212
P059,2,Beam,48,3,48
P057,13,Beam,46,9,46
P040,30,Column,46,8,44
P059,34,Slab,48,7,48
P002,30,Slab,187,5,187
P094,24,Wall,120,7,121
P094,33,Wall,132,9,134
P076,10,Column,19,5,24
P010,18,Wall,275,7,280
P044,19,Wall,232,7,230
P011,7,Slab,42,4,40
P079,19,Slab,92,4,90
P080,24,Wall,261,9,264
P081,15,Column,48,3,46
P090,23,Wall,282,8,283
P002,4,Column,74,9,76
P050,4,Wall,216,4,219
P012,5,Slab,221,5,222
P090,23,Slab,109,4,107
P023,11,Column,135,3,137
P018,11,Wall,343,6,348
P062,13,Wall,238,5,239
P096,14,Column,155,6,157
P062,8,Wall,329,5,332
P038,25,Beam,56,8,57
P067,18,Slab,198,8,202
P038,18,Slab,315,8,317
P067,10,Column,38,3,43
P094,7,Wall,341,4,342
P061,14,Column,339,6,337
P001,15,Beam,217,6,215
P094,16,Wall,231,4,229
P045,2,Beam,342,3,345
P096,30,Column,257,4,261
P028,30,Slab,209,7,210
P021,18,Beam,201,7,203
P013,31,Wall,137,8,139
P027,13,Column,128,7,127
P100,20,Column,53,6,53
P007,23,Column,344,8,349
P022,33,Slab,84,6,88
P074,20,Column,209,3,213
P053,3,Column,333,5,331
P079,8,Slab,285,4,283
P079,32,Column,36,9,34
P004,29,Column,215,9,214
P096,7,Beam,27,9,26
P023,2,Column,146,5,145
P070,21,Slab,18,6,16
P088,6,Beam,118,4,120
P084,28,Column,137,6,135
P084,32,Slab,67,3,71
P076,9,Wall,314,8,313
P033,11,Column,30,4,29
P028,23,Wall,73,6,73
P008,11,Beam,123,7,124
P001,2,Slab,228,9,228
P037,3,Beam,338,7,338
P063,11,Wall,273,6,271
P022,15,Wall,246,5,247
P070,11,Wall,39,8,43
P021,31,Slab,170,3,171
P096,28,Wall,315,3,320
P035,28,Wall,102,9,100
P079,32,Slab,294,6,299
P005,25,Wall,243,3,245
P060,20,Column,157,4,160
P046,28,Wall,360,3,364
P050,25,Slab,265,7,263
P048,11,Wall,257,6,259
P006,19,Slab,358,4,362
P089,28,Wall,343,9,345
P056,1,Column,123,3,124
P059,5,Slab,47,9,45
P029,10,Slab,332,7,330
P071,34,Slab,10,8,11
P077,2,Slab,144,5,144
P018,18,Wall,299,3,297
P002,13,Wall,152,9,155
P008,5,Column,136,7,140
P075,20,Column,75,8,78
P097,2,Wall,361,8,360
P054,11,Beam,26,7,25
P038,30,Slab,7,7,5
P048,32,Wall,79,9,84
P027,32,Column,15,7,17
P020,28,Slab,207,5,210
P012,10,Column,89,6,92
P043,22,Beam,97,7,98
P061,17,Slab,216,6,220
P031,22,Beam,259,8,262
P091,19,Beam,329,5,331
P096,17,Beam,287,9,286
P061,24,Wall,75,8,74
P074,32,Column,242,5,246
P067,28,Slab,17,8,18
P091,14,Wall,177,4,176
P035,6,Column,259,4,263
P095,9,Wall,123,7,123
P015,21,Column,311,6,310
P016,12,Slab,111,8,114
P013,30,Slab,256,5,261
P035,31,Slab,234,3,236
P075,4,Slab,356,4,358
P059,31,Column,40,4,45
P021,27,Wall,122,8,122
P054,25,Slab,215,9,219
P075,5,Slab,296,3,301
P030,6,Slab,286,6,288
P048,5,Beam,281,6,285
P035,27,Slab,7,6,9
P086,8,Slab,92,7,96
P038,9,Column,361,7,363
P031,15,Beam,123,9,128
P078,7,Column,337,8,335
P024,32,Wall,96,3,96
P049,8,Beam,1,8,5
P096,15,Column,91,5,91
P100,19,Column,7,3,6
P032,6,Wall,120,5,123
P055,19,Wall,350,3,350
P079,28,Slab,129,7,134
P058,17,Slab,179,6,183
P099,19,Beam,98,4,99
P003,31,Beam,43,9,43
P080,11,Wall,183,3,187
P069,15,Beam,185,3,186
P085,10,Slab,53,9,55
P010,23,Wall,228,4,231
P083,3,Column,161,9,165
P025,3,Wall,235,3,236
P068,18,Beam,358,9,363
P061,25,Slab,200,6,203
P029,20,Slab,1,8,4
P019,29,Column,14,4,12
P043,22,Column,213,4,217
P066,15,Wall,277,6,280
P074,10,Slab,34,6,36
P061,21,Column,361,4,365
P043,29,Column,270,6,274
P025,32,Wall,168,8,169
P020,10,Wall,170,6,173
P048,13,Slab,82,8,84
P083,23,Beam,316,6,314
P087,23,Beam,137,4,142
P024,31,Slab,233,3,235
P011,4,Beam,115,5,117
P098,3,Slab,252,4,252
P055,21,Slab,289,9,288
P028,2,Column,49,5,50
P069,4,Beam,4,6,3
P063,1,Slab,176,6,174
P059,15,Beam,272,3,270
P005,33,Beam,26,6,28
P051,6,Wall,70,9,69
P021,7,Beam,293,5,294
P012,19,Slab,234,4,239
P050,1,Column,231,4,235
P004,19,Beam,263,9,264
P042,26,Slab,286,8,290
P084,12,Wall,74,3,76
P038,22,Beam,121,9,122
P025,13,Column,6,5,6
P014,28,Beam,24,6,28
P075,14,Slab,194,7,193
P032,22,Beam,168,3,166
P011,30,Beam,341,3,346
P061,20,Wall,210,7,215
P018,27,Beam,133,9,134
P027,34,Column,345,4,349
P055,1,Beam,292,8,293
P054,15,Wall,174,4,179
P082,32,Slab,151,4,152
P087,8,Beam,88,7,90
P075,33,Beam,301,6,299
P021,18,Wall,266,6,270
P044,29,Wall,310,8,309
P005,32,Wall,70,8,71
P087,33,Beam,205,5,210
P041,5,Column,341,5,341
P059,18,Wall,32,4,37
P089,10,Slab,43,7,46
P054,33,Beam,118,8,122
P074,23,Slab,15,3,17
P022,5,Slab,322,6,321
P083,34,Column,115,9,116
P065,24,Slab,337,7,336
P064,17,Wall,20,8,22
P071,31,Wall,178,5,182
P004,7,Beam,262,8,265
P065,17,Column,79,6,79
P015,28,Column,120,8,124
P076,22,Slab,26,6,27
P022,15,Column,22,7,27
P086,15,Slab,201,8,201
P047,25,Slab,64,8,66
P081,21,Column,214,5,214
P093,2,Beam,314,7,316
P046,27,Slab,293,3,296
P014,32,Wall,78,6,78
P050,21,Wall,216,9,215
P020,4,Column,224,9,228
P050,19,Column,28,7,27
P033,2,Slab,305,9,307
P059,26,Slab,201,7,200
P043,34,Wall,67,9,70
P079,14,Slab,359,3,364
P012,15,Wall,126,7,126
P040,20,Slab,349,6,353
P020,34,Beam,195,9,195
P094,19,Beam,174,4,178
P038,9,Wall,87,4,88
P003,7,Beam,343,5,345
P028,30,Beam,311,3,310
P056,13,Column,154,5,157
P090,27,Slab,210,4,212
P094,13,Column,13,3,12
P013,15,Wall,164,7,165
P077,9,Column,255,7,255
P066,23,Wall,64,6,68
P037,3,Beam,307,8,312
P049,34,Column,76,4,76
P066,19,Beam,22,7,25
P036,28,Slab,60,3,58
P054,23,Beam,56,8,58
P026,7,Slab,168,8,167
P075,12,Beam,205,7,203
P072,14,Column,353,5,355
P040,15,Column,259,5,263
P043,3,Beam,191,5,190
P022,15,Wall,55,8,56
P020,24,Wall,340,5,342
P008,8,Slab,284,5,283
P029,5,Slab,264,8,269
P040,4,Beam,259,6,264
P090,14,Column,350,5,354
P030,16,Slab,89,6,89
P081,20,Beam,222,6,224
P084,24,Slab,350,7,349
P055,6,Column,89,8,92
P016,31,Slab,59,3,59
P046,6,Beam,152,5,156
P062,15,Slab,28,3,28
P007,29,Wall,225,4,223
P080,3,Slab,318,6,317
P045,11,Column,51,9,49
P059,3,Column,263,4,266
P056,28,Column,279,6,283
P048,10,Column,46,5,44
P027,33,Beam,334,4,335
P053,16,Slab,106,8,104
P087,10,Slab,284,7,282
P088,33,Slab,24,4,29
P073,3,Slab,7,6,12
P035,5,Beam,335,8,339
P051,12,Column,3,6,4
P084,13,Slab,258,3,259
P037,24,Slab,263,9,265
P081,32,Column,121,9,119
P095,16,Wall,208,4,208
P057,32,Wall,21,7,22
P008,21,Column,140,5,139
P079,12,Slab,280,3,282
P095,21,Column,289,4,293
P094,21,Slab,206,3,208
P020,6,Slab,43,4,41
P053,9,Wall,338,9,341
P012,1,Wall,118,5,118
P049,12,Slab,5,5,8
P017,14,Slab,207,9,210
P064,6,Slab,123,7,127
P042,1,Wall,327,3,328
P094,22,Slab,345,7,344
P029,34,Column,142,4,147
P019,11,Beam,232,5,230
P011,3,Beam,164,5,168
P098,6,Slab,35,6,35
P050,6,Column,364,6,362
P071,20,Slab,335,9,333
P058,21,Column,11,7,13
P034,2,Wall,75,3,78
P020,26,Wall,300,9,299
P050,31,Slab,198,4,197
P088,26,Wall,341,7,340
P010,32,Slab,264,5,263
P032,10,Beam,335,5,336
P052,23,Column,224,5,225
P015,6,Column,122,4,121
P084,23,Beam,74,9,78
P003,28,Beam,28,7,28
P037,30,Beam,171,4,172
P040,14,Beam,364,8,365
P072,32,Wall,216,5,220
P040,34,Column,319,6,323
P056,22,Column,101,7,105
P023,31,Beam,246,6,251
P011,7,Slab,93,7,98
P064,21,Slab,63,9,63
P008,16,Slab,266,5,271
P093,20,Slab,206,6,205
P094,19,Wall,80,6,84
P056,32,Column,37,7,35
P060,15,Column,11,8,15
P010,5,Column,115,8,116
P039,11,Slab,90,6,88
P028,15,Beam,232,6,230
P049,29,Slab,19,9,19
P036,4,Column,52,5,51
P013,23,Slab,274,7,277
P096,15,Beam,94,7,99
P036,3,Beam,32,3,30
P026,32,Slab,151,7,150
P086,10,Column,140,5,145
P004,22,Wall,58,6,60
P095,14,Column,21,9,26
P082,17,Wall,149,3,152
P064,21,Column,221,9,226
P038,15,Slab,221,9,226
P088,15,Wall,242,6,245
P087,1,Column,219,7,222
P022,24,Slab,29,4,34
P002,12,Column,47,6,46
P031,10,Beam,58,8,58
P011,31,Beam,275,7,279
P092,11,Column,140,8,140
P046,16,Slab,23,5,25
P096,9,Column,63,8,67
P062,14,Slab,52,7,56
P069,19,Wall,266,3,266
P064,31,Beam,342,8,341
P010,9,Wall,167,4,170
P040,26,Slab,151,9,150
P024,8,Column,11,4,14
P099,24,Beam,95,4,94
P044,8,Slab,72,8,76
P060,19,Slab,48,5,48
P062,30,Beam,348,4,347
P087,22,Column,272,6,273
P017,9,Beam,95,9,98
P065,4,Column,233,5,237
P095,8,Column,48,7,52
P095,1,Slab,208,3,211
P057,28,Column,227,5,229
P055,6,Column,77,9,78
P053,11,Beam,349,9,348
P056,5,Beam,219,3,219
P098,24,Column,360,5,365
P009,18,Slab,81,7,83
P022,20,Beam,37,3,38
P013,28,Wall,102,9,101
P089,13,Slab,191,5,195
P048,5,Beam,29,9,33
P018,30,Beam,314,3,314
P076,1,Wall,253,4,258
P040,22,Column,251,9,250
P017,18,Beam,226,4,229
P015,5,Wall,94,8,95
P015,31,Wall,86,4,87
P079,6,Beam,110,6,112
P063,27,Slab,217,4,221
P039,25,Beam,196,4,201
P013,29,Wall,297,7,297
P081,28,Beam,44,3,42
P032,16,Slab,90,3,89
P009,12,Column,155,4,155
P040,20,Column,109,3,114
P020,18,Beam,59,5,64
P090,34,Beam,110,8,108
P091,23,Wall,106,9,106
P085,27,Slab,221,4,220
P082,17,Wall,263,8,262
P077,21,Wall,82,4,87
P080,31,Column,272,6,274
P073,3,Wall,49,8,54
P063,17,Wall,32,5,33
P076,26,Column,89,4,90
P044,23,Column,19,4,20
P038,6,Slab,3,3,5
P083,28,Slab,60,4,61
P060,8,Slab,242,8,242
P071,8,Beam,29,8,30
P099,19,Column,75,4,76
P048,29,Beam,70,4,73
P018,23,Beam,83,4,82
P016,32,Slab,357,6,359
P055,10,Column,173,5,175
P039,27,Beam,197,9,201
P068,1,Wall,346,8,347
P059,29,Wall,147,6,150
P089,3,Column,273,9,277
P096,31,Beam,35,3,39
P062,11,Slab,113,7,111
P013,22,Beam,206,4,205
P081,18,Wall,158,8,159
P006,6,Wall,253,9,251
P083,3,Slab,122,3,126
P077,5,Column,48,8,48
P060,9,Beam,185,7,188
P090,28,Wall,273,9,276
P014,19,Beam,101,4,106
P095,28,Slab,15,8,14
P054,27,Slab,128,4,131
P004,13,Column,210,7,212
P039,21,Slab,112,6,110
P072,27,Column,270,9,271
P025,6,Beam,142,7,140
P077,11,Wall,173,7,178
P032,17,Wall,353,8,355
P059,7,Column,166,9,166
P063,30,Wall,119,5,117
P038,21,Column,203,4,204
P092,1,Column,11,9,9
P053,25,Beam,249,8,252
P094,32,Beam,304,4,304
P067,8,Slab,248,6,246
P028,5,Column,154,9,154
P003,30,Beam,323,6,327
P098,8,Column,25,5,25
P080,19,Column,342,5,346
P022,30,Column,221,5,220
P096,15,Beam,110,6,109
P038,27,Column,90,7,91
P072,13,Column,265,8,266
P072,14,Slab,40,4,41
P062,30,Column,263,4,268
P057,13,Slab,158,8,158
P006,16,Column,118,3,118
P078,7,Slab,256,6,260
P032,27,Beam,196,6,195
P099,15,Beam,314,5,317
P010,28,Wall,311,9,315
P003,7,Column,14,9,18
P059,20,Wall,118,8,118
P076,32,Wall,217,3,221
P049,32,Slab,205,3,204
P059,26,Beam,77,6,75
P031,20,Column,172,5,173
P093,18,Column,26,4,27
P069,15,Slab,128,5,130
P062,22,Wall,142,4,145
P052,22,Slab,24,9,23
P089,21,Wall,232,6,234
P041,2,Column,177,5,182
P031,18,Slab,341,3,342
P085,23,Wall,235,8,237
P084,13,Slab,319,7,317
P022,9,Beam,26,3,30
P004,7,Slab,266,9,268
P013,1,Column,362,8,360
P045,2,Slab,117,4,118
P042,4,Column,58,6,58
P049,14,Column,270,5,274
P020,32,Slab,329,9,334
P077,2,Slab,295,9,300
P081,14,Slab,122,6,121
P054,20,Beam,159,6,163
P036,25,Beam,178,4,180
P097,8,Wall,144,6,148
P001,28,Slab,328,5,331
P015,21,Wall,307,9,305
P077,23,Wall,89,3,92
P017,32,Column,239,6,240
P024,8,Wall,38,5,41
P058,31,Slab,361,5,366
P072,16,Beam,79,4,82
P091,27,Wall,345,6,346
P023,18,Wall,327,9,327
P046,15,Beam,346,4,351
P072,27,Wall,252,3,256
P008,17,Slab,328,3,333
P059,2,Wall,149,8,152
P090,31,Column,16,5,19
P059,34,Wall,323,6,326
P013,34,Column,321,8,326
P039,3,Beam,269,9,270
P028,17,Beam,118,5,121
P089,14,Wall,192,9,196
P061,14,Wall,317,6,318
P016,1,Beam,288,4,288
P002,29,Column,351,3,352
P082,4,Beam,297,8,300
P017,33,Beam,194,9,198
P030,17,Column,281,8,279
P013,28,Beam,301,3,306
P096,26,Wall,250,4,254
P093,8,Wall,231,7,234
P094,34,Beam,3,7,7
P082,18,Wall,174,9,176
P013,31,Slab,240,7,242
P043,27,Beam,104,6,108
P085,16,Slab,289,8,287
P094,10,Beam,244,4,249
P021,12,Beam,288,6,290
P055,22,Slab,273,6,277
P081,16,Beam,120,9,124
P040,12,Wall,338,4,343
P083,11,Slab,259,6,264
P015,20,Beam,70,9,74
P073,1,Wall,183,8,186
P052,27,Slab,247,4,248
P074,3,Slab,118,7,121
P095,12,Wall,31,7,33
P053,30,Beam,149,6,151
P087,9,Beam,16,3,17
P052,1,Slab,273,4,278
P030,4,Column,352,5,356
P033,15,Beam,102,9,104
P057,27,Beam,72,5,73
P052,8,Wall,193,6,193
P009,23,Column,322,3,325
P054,15,Column,111,4,111
P001,27,Slab,293,7,295
P044,31,Wall,347,6,351
P099,8,Wall,340,4,340
P075,30,Beam,318,4,323
