project_id,floor_no,element_type,planned_start_day,cycle_time_days,actual_start_day,formwork_type,area_sqm,quantity,cost_per_sqm,total_cost
P064,20,Wall,32,5,32,Steel,50.12,21,850,894642.0
P019,7,Wall,203,4,201,Steel,53.35,7,850,317432.5
P048,32,Wall,276,7,281,Timber,94.52,18,600,1020815.9999999999
P045,3,Slab,242,3,240,Steel,37.32,6,850,190332.0
P100,29,Wall,16,9,19,Timber,11.77,17,600,120054.0
P094,24,Slab,316,9,316,Steel,72.44,13,850,800462.0
P055,22,Slab,173,9,178,Timber,78.02,14,600,655368.0
P055,6,Column,137,7,140,Timber,73.27,12,600,527544.0
P097,24,Beam,179,7,177,Timber,73.07,11,600,482262.0
P018,23,Slab,359,5,362,Timber,53.49,5,600,160470.0
P063,10,Slab,61,9,63,Steel,11.68,12,850,119136.0
P092,16,Beam,104,9,106,Aluminum,75.69,12,1100,999108.0
P047,11,Slab,317,9,322,Steel,94.29,10,850,801465.0000000001
P075,32,Beam,195,4,197,Timber,24.16,22,600,318912.0
P057,6,Column,256,5,255,Aluminum,16.11,8,1100,141768.0
P045,24,Wall,76,6,77,Aluminum,33.87,15,1100,558855.0
P033,33,Beam,271,9,275,Steel,86.48,24,850,1764192.0
P017,12,Wall,181,4,186,Timber,19.55,20,600,234600.0
P070,27,Beam,132,8,135,Timber,74.37,16,600,713952.0
P004,18,Wall,151,4,149,Timber,15.67,8,600,75216.0
P020,13,Column,155,4,160,Timber,12.95,13,600,101010.0
P047,30,Slab,359,5,360,Timber,90.22,5,600,270660.0
P091,13,Column,235,7,240,Aluminum,79.35,10,1100,872850.0
P015,34,Slab,248,7,251,Steel,63.87,5,850,271447.5
P070,30,Wall,165,7,167,Steel,25.48,24,850,519792.0
P047,25,Wall,205,7,209,Steel,35.1,12,850,358020.00000000006
P078,2,Slab,165,7,165,Aluminum,14.37,17,1100,268719.0
P075,18,Beam,213,6,215,Aluminum,68.08,23,1100,1722424.0
P009,5,Column,254,3,258,Steel,71.75,24,850,1463700.0
P090,19,Beam,157,8,155,Aluminum,39.41,8,1100,346807.99999999994
P016,18,Wall,177,4,178,Aluminum,40.46,11,1100,489566.0
P069,32,Column,75,3,76,Steel,66.61,22,850,1245607.0
P061,21,Column,178,6,181,Aluminum,95.11,14,1100,1464694.0
P010,10,Beam,284,9,289,Timber,45.52,19,600,518928.00000000006
P050,22,Slab,330,9,329,Steel,54.42,17,850,786369.0
P003,13,Slab,133,7,133,Steel,72.84,24,850,1485936.0
P077,17,Column,125,9,129,Steel,40.81,22,850,763147.0
P094,9,Slab,312,6,317,Steel,88.2,16,850,1199520.0
P070,24,Wall,320,8,322,Aluminum,86.16,19,1100,1800744.0
P081,14,Beam,127,8,131,Steel,70.69,12,850,721038.0
P051,8,Beam,345,6,349,Timber,58.32,15,600,524880.0
P019,19,Beam,225,9,225,Aluminum,98.52,7,1100,758604.0
P042,28,Column,17,3,15,Aluminum,73.21,18,1100,1449558.0
P035,30,Column,353,4,358,Steel,67.89,12,850,692478.0
P046,7,Slab,311,5,310,Aluminum,88.91,10,1100,978009.9999999999
P026,26,Beam,246,5,248,Aluminum,59.95,5,1100,329725.0
P069,11,Wall,137,8,135,Aluminum,31.86,14,1100,490643.99999999994
P093,14,Wall,217,4,217,Steel,22.4,6,850,114239.99999999999
P064,21,Beam,196,7,195,Timber,52.39,12,600,377208.00000000006
P037,8,Column,201,6,203,Steel,56.41,18,850,863072.9999999999
P084,3,Column,207,9,207,Timber,84.49,5,600,253470.0
P049,28,Column,16,7,18,Aluminum,22.55,11,1100,272855.0
P021,29,Wall,13,8,17,Timber,71.31,5,600,213930.0
P074,23,Beam,78,6,77,Steel,37.37,9,850,285880.5
P064,18,Wall,214,5,213,Steel,94.51,22,850,1767337.0000000002
P005,13,Beam,341,8,341,Steel,52.34,21,850,934269.0000000001
P100,12,Wall,329,8,334,Aluminum,66.02,21,1100,1525061.9999999998
P070,5,Wall,119,4,121,Timber,68.51,17,600,698802.0
P090,11,Slab,181,3,182,Steel,18.19,8,850,123692.00000000001
P004,11,Wall,324,8,322,Steel,86.7,20,850,1473900.0
P039,31,Beam,330,3,329,Steel,24.78,21,850,442323.0
P035,31,Wall,355,4,357,Aluminum,45.77,22,1100,1107634.0
P001,13,Slab,137,8,137,Steel,70.53,6,850,359703.0
P024,14,Slab,179,9,183,Aluminum,14.97,16,1100,263472.0
P057,25,Beam,208,8,208,Aluminum,62.24,14,1100,958496.0
P100,33,Slab,54,5,59,Steel,46.89,13,850,518134.50000000006
P070,33,Slab,79,6,78,Aluminum,15.75,8,1100,138600.0
P041,15,Column,271,9,274,Aluminum,75.38,19,1100,1575441.9999999998
P054,16,Beam,118,3,117,Steel,55.12,14,850,655928.0
P046,6,Slab,106,5,110,Steel,37.31,13,850,412275.5
P060,25,Slab,105,9,108,Timber,17.59,11,600,116094.0
P060,15,Slab,303,8,308,Steel,59.27,15,850,755692.5
P057,4,Beam,118,4,123,Timber,37.54,6,600,135144.0
P031,4,Column,229,7,230,Timber,95.2,24,600,1370880.0
P084,30,Wall,148,5,148,Timber,63.24,24,600,910656.0
P024,34,Column,354,5,356,Steel,35.66,20,850,606220.0
P089,27,Beam,150,7,153,Timber,57.58,10,600,345480.0
P036,31,Beam,304,8,309,Timber,58.55,12,600,421559.99999999994
P085,32,Beam,256,5,254,Timber,75.41,22,600,995412.0
P030,9,Wall,82,3,80,Steel,91.2,15,850,1162800.0
P024,8,Beam,16,8,17,Steel,96.63,8,850,657084.0
P030,14,Column,193,3,198,Steel,74.61,8,850,507348.0
P086,33,Slab,211,3,214,Steel,59.13,14,850,703647.0
P092,23,Slab,74,5,77,Aluminum,30.24,20,1100,665280.0
P007,21,Beam,277,8,279,Steel,46.27,7,850,275306.50000000006
P035,12,Beam,61,5,59,Timber,53.99,16,600,518304.0
P055,2,Wall,24,5,22,Steel,21.55,21,850,384667.5
P092,13,Slab,23,8,27,Aluminum,33.08,9,1100,327491.99999999994
P014,4,Wall,343,8,345,Aluminum,98.6,7,1100,759219.9999999999
P010,20,Wall,258,8,262,Aluminum,78.1,20,1100,1718200.0
P080,14,Wall,198,9,201,Steel,53.38,23,850,1043579.0
P016,30,Wall,53,8,55,Aluminum,30.34,8,1100,266992.0
P054,29,Column,139,4,138,Aluminum,61.61,13,1100,881023.0
P095,8,Beam,271,8,269,Aluminum,30.87,8,1100,271656.0
P089,12,Beam,201,7,204,Steel,27.38,14,850,325822.0
P077,26,Wall,164,8,162,Aluminum,18.44,21,1100,425964.0
P070,2,Wall,92,5,96,Aluminum,41.13,20,1100,904860.0
P044,14,Column,23,7,24,Timber,58.76,11,600,387816.0
P073,6,Wall,88,9,87,Timber,24.34,19,600,277476.0
P045,31,Column,182,6,181,Timber,28.04,22,600,370128.0
P100,17,Column,355,3,360,Aluminum,45.2,10,1100,497200.0
P056,25,Wall,283,4,281,Timber,54.06,19,600,616284.0000000001
P084,32,Beam,21,7,21,Steel,78.61,15,850,1002277.5000000001
P082,12,Column,49,9,49,Timber,61.0,24,600,878400.0
P057,13,Beam,190,3,194,Steel,65.59,9,850,501763.50000000006
P021,19,Beam,205,4,207,Timber,72.66,20,600,871919.9999999999
P068,25,Column,44,8,43,Timber,50.59,16,600,485664.00000000006
P050,31,Slab,300,9,298,Timber,40.88,8,600,196224.0
P033,25,Column,128,3,132,Steel,82.04,6,850,418404.0
P091,16,Slab,189,9,194,Steel,84.55,20,850,1437350.0
P007,23,Column,170,5,174,Timber,23.86,12,600,171792.0
P070,14,Column,279,5,282,Steel,95.8,21,850,1710030.0
P015,6,Beam,201,8,199,Timber,93.69,13,600,730782.0
P082,25,Beam,125,3,123,Aluminum,88.38,10,1100,972180.0
P032,23,Wall,292,8,296,Aluminum,48.04,8,1100,422752.0
P075,12,Beam,311,8,314,Aluminum,85.8,17,1100,1604460.0
P020,13,Beam,16,4,19,Steel,66.53,18,850,1017909.0
P088,34,Beam,345,3,346,Aluminum,28.49,16,1100,501424.0
P015,6,Beam,274,6,274,Timber,79.74,7,600,334907.99999999994
P048,8,Wall,294,8,295,Timber,46.55,19,600,530670.0
P071,8,Beam,20,4,18,Steel,36.29,19,850,586083.5
P021,33,Slab,19,4,17,Timber,89.05,19,600,1015170.0
P042,34,Slab,13,3,12,Aluminum,87.6,19,1100,1830839.9999999998
P026,15,Wall,17,7,22,Timber,87.79,12,600,632088.0
P014,22,Beam,206,9,205,Steel,87.36,21,850,1559376.0
P057,23,Slab,30,8,30,Timber,59.88,18,600,646704.0000000001
P037,22,Column,299,8,302,Timber,65.52,10,600,393119.99999999994
P058,5,Slab,304,3,306,Aluminum,95.4,21,1100,2203740.0
P021,31,Beam,43,7,41,Steel,21.64,6,850,110364.0
P082,13,Slab,93,4,92,Aluminum,82.56,15,1100,1362240.0
P069,28,Column,66,9,66,Timber,57.36,20,600,688320.0
P003,20,Slab,119,5,120,Steel,98.06,23,850,1917073.0
P087,33,Beam,309,8,307,Timber,67.53,21,600,850878.0000000001
P090,16,Column,72,5,74,Timber,24.63,10,600,147780.0
P037,29,Wall,334,9,334,Aluminum,83.39,18,1100,1651122.0
P088,23,Column,162,8,165,Timber,70.54,17,600,719508.0
P049,24,Slab,330,9,332,Steel,23.4,11,850,218789.99999999997
P019,34,Wall,328,3,326,Steel,10.81,17,850,156204.5
P089,7,Column,269,8,269,Aluminum,58.93,10,1100,648230.0
P085,4,Column,218,7,221,Aluminum,31.73,6,1100,209418.0
P012,34,Column,254,8,258,Steel,88.05,9,850,673582.5
P061,22,Beam,59,3,63,Aluminum,32.58,16,1100,573408.0
P041,5,Wall,32,9,31,Timber,69.66,19,600,794124.0
P033,23,Wall,339,6,341,Steel,41.06,10,850,349010.0
P050,15,Column,120,3,121,Aluminum,41.53,5,1100,228415.0
P068,31,Wall,310,3,315,Steel,26.36,15,850,336090.0
P071,9,Slab,2,3,3,Timber,55.24,16,600,530304.0
P086,25,Slab,118,3,122,Aluminum,62.13,7,1100,478401.0
P033,25,Column,37,7,39,Steel,62.29,23,850,1217769.5
P081,21,Slab,97,8,95,Timber,87.09,17,600,888318.0
P024,9,Column,359,7,357,Aluminum,68.71,15,1100,1133714.9999999998
P061,22,Slab,257,7,255,Steel,76.62,11,850,716397.0
P061,23,Column,128,6,132,Timber,39.11,16,600,375456.0
P098,4,Column,359,6,360,Timber,47.86,22,600,631752.0
P028,29,Wall,156,8,157,Timber,11.65,20,600,139800.0
P058,15,Wall,145,8,144,Timber,17.12,12,600,123264.0
P043,1,Column,57,9,55,Timber,44.66,17,600,455531.99999999994
P041,30,Wall,70,3,71,Aluminum,28.88,21,1100,667128.0
P039,29,Wall,44,7,45,Timber,83.17,8,600,399216.0
P086,20,Beam,212,6,210,Aluminum,70.88,13,1100,1013583.9999999999
P049,33,Slab,175,5,173,Aluminum,97.33,13,1100,1391819.0
P017,22,Wall,141,3,142,Steel,89.83,14,850,1068977.0
P098,13,Column,76,9,79,Steel,97.99,15,850,1249372.5
P070,7,Beam,158,4,160,Aluminum,42.87,5,1100,235785.0
P070,8,Beam,85,7,86,Timber,53.59,21,600,675234.0000000001
P098,28,Wall,322,3,321,Timber,43.54,11,600,287364.0
P065,9,Column,309,8,309,Aluminum,96.79,15,1100,1597035.0000000002
P074,25,Column,18,3,21,Timber,46.24,17,600,471648.0
P085,16,Column,284,4,282,Aluminum,20.51,10,1100,225610.00000000003
P005,10,Column,42,8,46,Steel,32.55,12,850,332010.0
P002,11,Column,134,5,133,Timber,48.23,14,600,405131.99999999994
P022,31,Slab,102,6,107,Timber,64.27,18,600,694115.9999999999
P057,12,Column,137,6,139,Timber,65.63,16,600,630048.0
P066,31,Column,222,4,226,Steel,78.29,15,850,998197.5000000001
P074,14,Slab,229,9,234,Timber,68.31,11,600,450846.00000000006
P098,32,Wall,294,4,294,Aluminum,54.24,17,1100,1014288.0
P016,17,Beam,306,9,309,Timber,12.72,6,600,45792.00000000001
P051,1,Slab,316,9,317,Aluminum,72.55,7,1100,558635.0
P039,29,Beam,119,6,117,Timber,17.69,5,600,53070.0
P086,4,Beam,99,5,100,Aluminum,52.19,10,1100,574090.0
P076,23,Slab,350,5,349,Steel,90.68,5,850,385390.0
P088,28,Column,324,3,328,Timber,63.72,6,600,229392.0
P040,16,Beam,159,4,164,Steel,27.91,14,850,332129.0
P038,12,Column,239,4,243,Steel,82.72,16,850,1124992.0
P060,21,Wall,320,4,318,Timber,37.04,9,600,200016.0
P059,17,Slab,335,8,336,Timber,61.95,13,600,483210.0
P010,13,Beam,189,6,193,Aluminum,67.23,16,1100,1183248.0
P099,32,Column,309,6,307,Timber,75.8,12,600,545760.0
P064,15,Beam,249,6,248,Timber,15.85,14,600,133140.0
P063,12,Wall,26,5,31,Aluminum,86.88,18,1100,1720224.0
P049,15,Wall,189,6,190,Aluminum,20.25,24,1100,534600.0
P064,34,Beam,140,3,145,Timber,18.51,19,600,211014.00000000003
P032,6,Slab,181,8,181,Timber,51.12,12,600,368063.99999999994
P007,17,Wall,21,6,25,Timber,43.5,13,600,339300.0
P021,20,Column,163,8,165,Steel,14.92,9,850,114138.0
P020,9,Wall,71,8,72,Steel,24.94,5,850,105995.0
P026,5,Column,82,5,80,Timber,49.53,15,600,445770.0
P068,23,Beam,155,4,160,Aluminum,84.62,8,1100,744656.0
P086,33,Column,316,8,319,Timber,20.92,10,600,125520.00000000001
P015,14,Beam,355,3,356,Timber,19.41,21,600,244566.0
P085,17,Wall,47,5,45,Steel,82.43,8,850,560524.0
P079,19,Slab,194,7,198,Timber,54.31,9,600,293274.0
P086,33,Wall,224,8,227,Timber,42.42,18,600,458136.00000000006
P092,1,Wall,237,9,236,Steel,51.52,22,850,963424.0
P014,13,Wall,280,8,285,Steel,46.98,7,850,279530.99999999994
P027,27,Wall,10,4,13,Aluminum,80.37,15,1100,1326105.0000000002
P040,6,Slab,152,6,154,Aluminum,10.84,19,1100,226556.0
P058,6,Wall,344,5,342,Aluminum,48.98,11,1100,592658.0
P028,33,Column,104,7,105,Timber,24.3,8,600,116640.0
P026,30,Slab,124,5,128,Aluminum,37.75,10,1100,415250.0
P063,23,Slab,185,6,188,Steel,20.1,14,850,239190.00000000003
P066,10,Column,290,5,289,Aluminum,48.43,11,1100,586003.0
P025,19,Beam,41,7,46,Timber,67.9,7,600,285180.00000000006
P003,28,Wall,11,5,14,Timber,69.54,19,600,792756.0000000001
P072,23,Slab,218,3,218,Aluminum,81.71,20,1100,1797619.9999999998
P044,4,Wall,1,3,2,Timber,83.35,7,600,350069.99999999994
P097,20,Wall,171,6,173,Timber,63.8,16,600,612480.0
P042,19,Column,338,9,337,Timber,41.78,9,600,225612.0
P099,27,Column,282,9,283,Aluminum,14.62,9,1100,144737.99999999997
P006,34,Column,53,7,51,Timber,13.23,5,600,39690.0
P039,4,Wall,125,7,123,Aluminum,20.19,10,1100,222090.0
P052,7,Slab,175,7,173,Aluminum,98.54,19,1100,2059486.0000000002
P023,7,Slab,265,7,270,Timber,80.74,17,600,823548.0
P089,26,Beam,265,7,266,Aluminum,46.44,11,1100,561924.0
P050,26,Wall,199,9,201,Aluminum,51.96,22,1100,1257432.0000000002
P043,19,Beam,256,4,254,Timber,76.36,23,600,1053768.0
P019,9,Beam,172,5,173,Timber,56.3,10,600,337800.0
P069,20,Beam,59,8,60,Aluminum,42.44,12,1100,560208.0
P051,16,Beam,106,7,110,Steel,41.46,7,850,246687.00000000003
P011,17,Beam,125,9,127,Steel,28.87,21,850,515329.5
P012,22,Wall,16,8,15,Steel,89.71,18,850,1372563.0
P074,13,Column,38,3,37,Steel,47.27,24,850,964308.0
P008,12,Beam,243,9,244,Aluminum,77.71,18,1100,1538658.0
P024,10,Slab,210,8,209,Timber,61.64,6,600,221904.00000000003
P092,1,Wall,315,9,320,Steel,77.87,8,850,529516.0
P041,32,Beam,285,8,285,Timber,38.88,13,600,303264.00000000006
P036,30,Slab,168,9,173,Steel,77.68,20,850,1320560.0
P085,8,Beam,264,5,266,Steel,81.1,5,850,344675.0
P072,21,Column,98,8,99,Steel,19.39,6,850,98889.0
P055,22,Wall,134,6,133,Timber,18.23,16,600,175008.0
P009,18,Column,181,9,184,Timber,98.69,20,600,1184280.0
P047,2,Slab,222,6,221,Steel,20.62,19,850,333013.0
P015,9,Beam,364,9,366,Timber,71.64,23,600,988632.0
P048,3,Column,149,7,154,Steel,77.3,24,850,1576919.9999999998
P082,26,Column,244,4,249,Aluminum,15.72,10,1100,172920.00000000003
P042,21,Beam,313,9,316,Timber,77.19,24,600,1111536.0
P060,30,Wall,76,4,74,Steel,47.76,23,850,933708.0
P084,28,Slab,262,5,261,Aluminum,34.72,19,1100,725648.0
P070,26,Wall,231,4,234,Aluminum,69.88,8,1100,614944.0
P012,34,Slab,191,8,193,Steel,84.98,20,850,1444660.0
P002,8,Slab,134,6,137,Aluminum,61.55,15,1100,1015575.0
P007,10,Column,309,7,313,Aluminum,88.36,11,1100,1069156.0
P080,14,Beam,252,3,250,Steel,12.01,6,850,61251.0
P003,15,Wall,245,8,248,Aluminum,76.47,11,1100,925287.0
P003,17,Column,265,6,270,Aluminum,25.25,16,1100,444400.0
P027,18,Column,325,6,329,Steel,35.75,18,850,546975.0
P040,32,Column,330,5,335,Steel,61.5,19,850,993225.0
P033,23,Wall,343,8,344,Aluminum,34.7,24,1100,916080.0000000001
P092,23,Column,4,9,8,Timber,25.13,11,600,165858.0
P001,15,Beam,37,4,35,Steel,89.69,22,850,1677202.9999999998
P008,24,Column,71,3,70,Timber,91.61,15,600,824490.0
P032,28,Column,262,3,263,Steel,13.27,14,850,157913.0
P048,16,Slab,237,9,242,Timber,55.01,18,600,594108.0
P004,16,Column,307,4,308,Steel,28.33,7,850,168563.5
P094,6,Wall,355,9,353,Aluminum,87.71,22,1100,2122582.0
P070,2,Wall,178,7,183,Aluminum,51.63,16,1100,908688.0
P019,13,Beam,96,4,97,Timber,53.06,5,600,159180.0
P032,9,Wall,227,7,232,Timber,66.47,17,600,677994.0
P009,34,Wall,11,3,15,Steel,15.01,6,850,76551.0
P012,17,Column,266,8,270,Steel,21.46,19,850,346579.0
P011,27,Beam,189,5,194,Timber,54.85,15,600,493650.0
P046,29,Wall,209,6,207,Timber,97.0,10,600,582000.0
P016,22,Beam,13,8,11,Aluminum,85.92,10,1100,945120.0
P001,24,Beam,162,3,165,Timber,90.04,16,600,864384.0000000001
P063,7,Slab,60,3,64,Aluminum,22.34,20,1100,491480.0
P021,34,Slab,5,3,3,Timber,96.28,20,600,1155360.0
P030,12,Column,202,6,207,Aluminum,75.7,14,1100,1165780.0
P013,23,Wall,12,7,16,Aluminum,39.31,21,1100,908061.0
P034,15,Column,341,5,343,Aluminum,87.8,24,1100,2317920.0
P004,33,Column,240,8,239,Steel,77.26,6,850,394026.00000000006
P028,13,Beam,225,8,226,Aluminum,76.29,17,1100,1426623.0
P095,23,Beam,182,5,182,Timber,76.12,21,600,959112.0
P059,32,Beam,297,5,300,Timber,82.08,13,600,640224.0
P027,1,Column,304,7,303,Timber,95.37,19,600,1087218.0000000002
P069,5,Wall,307,8,307,Steel,22.32,11,850,208692.0
P025,13,Column,178,4,176,Aluminum,99.96,17,1100,1869252.0
P003,5,Column,118,4,119,Steel,88.51,14,850,1053269.0
P097,32,Column,352,5,355,Aluminum,49.75,22,1100,1203950.0
P068,21,Slab,76,3,75,Timber,24.17,14,600,203028.0
P025,24,Slab,46,3,46,Aluminum,50.84,22,1100,1230328.0
P020,18,Wall,227,6,227,Steel,80.08,18,850,1225224.0
P034,21,Slab,356,4,356,Steel,64.22,23,850,1255501.0
P026,10,Column,294,3,293,Steel,35.16,5,850,149430.0
P005,24,Slab,240,9,242,Steel,46.61,8,850,316948.0
P099,21,Slab,348,5,346,Timber,95.89,18,600,1035612.0
P061,25,Column,141,6,142,Steel,82.34,9,850,629901.0
P092,23,Wall,204,4,204,Steel,21.17,9,850,161950.50000000003
P093,22,Slab,150,6,155,Steel,59.09,24,850,1205436.0
P009,4,Column,130,3,133,Timber,93.79,18,600,1012932.0
P050,34,Column,349,5,348,Aluminum,13.09,12,1100,172787.99999999997
P006,6,Column,333,9,336,Timber,13.83,16,600,132768.0
P083,28,Beam,269,5,274,Timber,74.51,21,600,938826.0
P060,31,Column,313,5,313,Timber,61.8,7,600,259559.99999999997
P044,23,Slab,137,3,142,Aluminum,14.14,8,1100,124432.0
P011,6,Slab,116,9,121,Steel,99.64,9,850,762246.0
P066,16,Column,351,9,350,Timber,62.21,5,600,186630.0
P047,2,Beam,161,7,164,Steel,54.27,6,850,276777.0
P073,24,Beam,155,8,157,Steel,50.29,9,850,384718.5
P085,17,Beam,173,8,173,Aluminum,73.06,23,1100,1848418.0000000002
P088,1,Slab,130,5,134,Aluminum,51.25,9,1100,507375.0
P098,6,Beam,79,8,79,Timber,69.32,17,600,707063.9999999999
P086,5,Wall,57,7,58,Aluminum,53.95,9,1100,534105.0
P003,29,Wall,351,5,350,Aluminum,64.96,12,1100,857472.0
P076,12,Beam,57,7,56,Aluminum,82.47,13,1100,1179321.0
P092,3,Wall,363,4,365,Steel,83.55,19,850,1349332.5
P030,1,Column,335,8,340,Aluminum,86.41,7,1100,665357.0
P090,27,Beam,134,9,134,Timber,28.27,5,600,84810.0
P021,24,Beam,14,4,15,Aluminum,15.5,24,1100,409200.0
P028,19,Beam,283,5,286,Timber,85.25,11,600,562650.0
P090,8,Column,294,9,292,Timber,13.81,17,600,140862.0
P062,2,Column,147,6,148,Aluminum,29.21,7,1100,224917.0
P033,30,Beam,127,6,130,Steel,57.36,14,850,682584.0
P085,30,Slab,260,3,261,Timber,86.99,22,600,1148268.0
P035,32,Slab,314,4,317,Timber,90.71,20,600,1088520.0
P052,1,Wall,218,4,219,Timber,66.52,13,600,518856.0
P034,13,Column,233,6,237,Aluminum,97.01,19,1100,2027509.0
P041,11,Wall,168,5,169,Timber,75.69,18,600,817452.0
P051,10,Wall,143,9,148,Aluminum,57.5,23,1100,1454750.0
P047,26,Beam,260,9,260,Timber,22.09,10,600,132540.0
P082,20,Slab,218,9,219,Steel,48.59,11,850,454316.5
P058,17,Wall,308,3,311,Timber,84.01,9,600,453654.0
P075,17,Beam,146,4,149,Aluminum,35.53,17,1100,664411.0
P057,4,Column,99,3,98,Aluminum,62.04,9,1100,614196.0
P023,5,Wall,182,4,185,Timber,98.51,18,600,1063908.0
P048,23,Slab,169,7,168,Aluminum,25.7,5,1100,141350.0
P022,10,Column,233,9,237,Steel,19.13,24,850,390252.0
P017,28,Beam,93,7,97,Aluminum,81.6,5,1100,448800.0
P069,33,Column,117,3,122,Timber,12.24,13,600,95472.0
P011,26,Wall,4,9,7,Steel,67.89,13,850,750184.5
P094,29,Column,85,9,86,Aluminum,40.22,19,1100,840598.0
P015,27,Column,167,6,170,Timber,75.14,9,600,405756.0
P091,18,Column,7,6,12,Aluminum,20.82,11,1100,251922.0
P035,10,Slab,232,4,236,Timber,39.7,6,600,142920.0
P033,5,Wall,251,8,250,Aluminum,11.53,15,1100,190245.0
P084,10,Beam,85,7,89,Aluminum,31.16,14,1100,479864.0
P016,21,Slab,319,7,324,Steel,53.49,23,850,1045729.5
P034,24,Wall,193,3,193,Steel,25.99,9,850,198823.5
P066,3,Beam,123,9,127,Aluminum,63.97,19,1100,1336973.0
P099,31,Beam,89,8,93,Timber,20.63,6,600,74268.0
P040,2,Beam,95,3,93,Timber,77.07,15,600,693630.0
P028,2,Wall,300,6,305,Aluminum,92.95,8,1100,817960.0
P047,34,Beam,358,6,359,Aluminum,44.73,21,1100,1033262.9999999999
P039,20,Beam,45,8,48,Steel,57.54,6,850,293454.0
P070,33,Slab,253,8,252,Aluminum,53.97,14,1100,831137.9999999999
P073,4,Beam,51,6,50,Aluminum,80.69,15,1100,1331385.0
P020,11,Column,65,5,69,Timber,99.48,5,600,298440.0
P001,5,Slab,54,9,59,Steel,76.21,22,850,1425127.0
P072,25,Slab,222,7,222,Steel,29.31,9,850,224221.49999999997
P087,34,Wall,72,7,77,Aluminum,72.65,9,1100,719235.0
P063,9,Beam,168,3,172,Steel,65.42,8,850,444856.0
P067,6,Column,186,7,189,Timber,28.91,13,600,225498.0
P004,18,Column,143,3,143,Aluminum,31.69,23,1100,801757.0
P058,14,Beam,19,8,17,Aluminum,68.75,7,1100,529375.0
P025,19,Beam,10,8,13,Timber,82.7,19,600,942780.0
P047,14,Wall,272,5,274,Steel,78.62,18,850,1202886.0
P038,17,Column,171,9,173,Steel,64.58,5,850,274465.0
P015,29,Slab,364,8,367,Timber,94.38,14,600,792792.0
P063,17,Wall,16,9,18,Timber,75.79,17,600,773058.0
P021,8,Wall,80,6,78,Timber,58.77,16,600,564192.0
P099,1,Slab,284,5,285,Timber,83.46,5,600,250379.99999999997
P057,7,Wall,190,6,194,Steel,36.14,6,850,184314.0
P053,5,Beam,148,6,150,Steel,33.71,15,850,429802.5
P046,24,Slab,163,3,167,Timber,97.43,16,600,935328.0000000001
P014,28,Slab,265,9,267,Timber,95.48,5,600,286440.0
P100,17,Column,360,6,363,Aluminum,89.25,14,1100,1374450.0
P076,20,Slab,138,9,137,Aluminum,29.29,7,1100,225533.0
P017,3,Wall,301,5,306,Steel,62.89,13,850,694934.5
P039,26,Column,30,4,29,Aluminum,58.15,21,1100,1343264.9999999998
P009,15,Wall,304,8,305,Aluminum,28.28,23,1100,715484.0000000001
P099,8,Beam,168,3,171,Aluminum,50.3,22,1100,1217260.0
P077,13,Beam,91,9,91,Steel,51.86,9,850,396729.0
P079,3,Column,91,8,89,Aluminum,31.66,11,1100,383086.0
P082,1,Column,211,6,213,Timber,95.94,19,600,1093716.0
P097,9,Wall,330,6,335,Steel,54.34,10,850,461890.00000000006
P006,31,Beam,300,7,303,Aluminum,57.24,9,1100,566676.0
P091,26,Column,174,9,178,Steel,63.87,23,850,1248658.5
P023,17,Beam,134,3,138,Aluminum,89.83,17,1100,1679821.0
P059,34,Beam,24,3,27,Steel,58.0,11,850,542300.0
P091,9,Beam,201,5,199,Timber,58.69,6,600,211284.0
P098,13,Wall,219,4,218,Aluminum,31.62,10,1100,347820.0
P046,5,Wall,7,5,5,Aluminum,64.25,19,1100,1342825.0
P038,13,Beam,6,5,5,Steel,44.3,9,850,338895.0
P014,1,Beam,118,5,116,Timber,68.21,9,600,368334.0
P100,25,Beam,161,4,166,Aluminum,37.07,8,1100,326216.0
P072,4,Slab,85,5,89,Timber,74.42,17,600,759084.0000000001
P062,10,Slab,248,8,247,Aluminum,65.7,22,1100,1589940.0
P035,28,Wall,166,3,164,Timber,52.7,5,600,158100.0
P019,6,Beam,145,4,147,Aluminum,18.7,7,1100,143990.0
P030,27,Slab,31,6,33,Steel,66.43,11,850,621120.5
P078,12,Column,220,7,221,Steel,87.34,5,850,371195.00000000006
P084,3,Column,133,7,131,Timber,25.4,18,600,274320.0
P025,33,Beam,64,9,64,Aluminum,17.62,19,1100,368258.00000000006
P040,10,Slab,76,8,77,Aluminum,13.56,20,1100,298320.0
P088,31,Column,131,3,129,Timber,12.86,9,600,69444.0
P014,15,Wall,312,7,312,Aluminum,85.79,7,1100,660583.0000000001
P026,7,Column,319,8,321,Steel,75.49,21,850,1347496.5
P087,14,Wall,361,8,365,Aluminum,28.21,9,1100,279279.0
P022,14,Column,38,7,42,Steel,92.54,5,850,393295.00000000006
P048,3,Column,54,7,56,Timber,22.18,17,600,226236.0
P083,3,Slab,130,8,134,Aluminum,43.67,22,1100,1056814.0
P051,22,Column,218,8,221,Timber,50.69,5,600,152070.0
P003,19,Column,2,6,4,Steel,16.83,23,850,329026.5
P042,12,Wall,246,7,249,Timber,41.27,10,600,247620.00000000003
P019,5,Wall,140,5,144,Timber,19.17,13,600,149526.00000000003
P073,10,Column,296,8,301,Aluminum,81.08,18,1100,1605384.0
